id,text,label,confidence,page,section
chunk_565,". It roles of the Board and management committees involved in these recognises the major role that Prudential can continue to play across activities. The supporting management information and frequency Asia and Africa, as well as in the long-term success, resilience and has also been reviewed, including how the management information health of the communities in which we operate. As such, ESG matters, informs the GRC about climate related matters. The ESG, including including climate change, are overseen by the Board, which is climate change, governance during 2022 diagram in this section sets responsible for determining overall strategy and prioritisation of key out the frequency that the Board, GRC and management focus areas, and monitoring risks. committees met during 2022",esg,1.0,77,Sustainability & ESG
chunk_143,". These strategic on the platforms of three digital partners, enabling us to acquire partnerships have enabled us to provide solutions to a wide spectrum more than 91,000 new customers. of customer segments, with SCB focusing on the premier face-to-face segment and UOB serving its customers through multiple distribution models. In addition to SCB and UOB, we have partnerships with other banks on distribution and direct marketing. We are seeking to enhance our bank partnerships particularly in the Syariah space",market,0.8,27,General
chunk_127,". In fact, based on the latest statistics available from the Hong Kongs policies sold in 2019, prior to the Covid-19 pandemic. regulator for the full year, our sales outperformed the market, aided by We believe that Chinese Mainland customers continue to provide the timely launch of our signature multi-currency product. Our market a significant long-term opportunity for the Hong Kong insurance share29 of APE sales increased by 2.0 percentage points to 7.4 per cent industry, an opportunity Prudential Hong Kong remains focused upon, for 2022 compared with 2021. In the discrete fourth quarter of 2022, despite the fact that sales momentum has been severely impacted we outperformed the market and increased our market share to by the restriction on cross-border travel since late January 2020",market,0.6,25,General
chunk_280,". Shareholders equity Group IFRS shareholders equity 2022 $m 2021 $m Adjusted operating profit after tax attributable to shareholders from continuing operations 2,750 2,668 Profit from continuing operations for the year 1,007 2,214 Less non-controlling interest from continuing operations (9) (22) Profit after tax for the year attributable to shareholders from continuing operations 998 2,192 Net decrease in shareholders equity from discontinued operations (see note D1.2 in the IFRS financial results) – (6,283) Demerger dividend in-specie of Jackson – (1,735) Exchange movements",financial,1.0,42,Financial Review
chunk_1309,". The Groups share of the profit for shareholder-backed business (including short-term fluctuations in investment returns), net of related tax, in joint ventures and associates equity accounted for as shown in the Consolidated income statement, is allocated across segments as follows: 2022 $m 2021 $m CPL (144) 278 Hong Kong – 9 Malaysia 24 28 Growth markets and other note 5 (110) Insurance operations (115) 205 Eastspring 144 147 Total segment and Group total 29 352 Note For growth markets and other, as well as the segment results for associates and joint ventures within the segment, the amount shown includes other items of $15 million (2021: $(38) million) which primarily comprise of taxes for all life joint ventures and associates together with other non-recurring items.",operations,1.0,346,General
chunk_420,". The Group has a total of  The Groups Liquidity Risk Management Plan, which includes $2.6 billion of undrawn committed facilities that can be made use details of the Group Liquidity Risk Framework as well as analysis of, expiring in 2026. Access to further liquidity is available through of Group and business units liquidity risks and the adequacy the debt capital markets and the Groups extensive commercial of available liquidity resources under business-as-usual and paper programme. Prudential has maintained a consistent stressed conditions; presence as an issuer in the market for the past decade",risk,1.0,58,Risk Management
chunk_1922,". growth, meet customer needs, improve customer experiences, Prudential believes that competition will intensify across all regions strengthen operational resilience, meet regulatory and industry in response to consumer demand, digital and other technological requirements and maintain market competitiveness, Prudential from advances (including the emergence and maturing of new distribution time to time undertakes corporate restructuring, transformation channels), the need for economies of scale and the consequential programmes and acquisitions and disposals across its business. impact of consolidation, regulatory actions and other factors",market,1.0,437,General
chunk_567,". progress towards the Groups externally communicated climate- In late 2021, the Remuneration Committee decided that a measure related commitments, climate-related opportunities, and the aligned with our published commitment to reduce the carbon evolving expectations of stakeholders, the Board agreed on the need emissions of all shareholder and policyholder assets by 25 per cent for clear communication around Prudentials role in emerging by 2025 should be attached to Executive Directors 2022 Prudential markets. The latter point has been supported by the publication of Long Term Incentive Plan (PLTIP) awards. Carbon reduction targets Prudentials Just and Inclusive Transition white paper, which sets out will also be attached to Executive Directors 2023 PLTIP awards",esg,1.0,77,Sustainability & ESG
chunk_561,. Stakeholder groups Mode of engagement Topics of interest or concern in order of priority where indicated by the stakeholder group Investors Regular meetings Climate change Investor conferences Inclusive products and services Investor Perception Study Responsible investment Digital health innovation Diversity and inclusion Rating agencies Annual meetings Climate change Inclusive products and services Responsible investment Digital health innovation Diversity,esg,1.0,76,Sustainability & ESG
chunk_175,". During the year, there was strong appetite for 19 per cent10 growth in protection sales through TTB. Our focus bundled protection products through the bancassurance channel, on customer needs was also reflected in our market-leading net improving new business profit which was further boosted by the promoter score position in the market29 and our 11 per cent increase impact of higher interest rates. in the number of new customers41 acquired, bringing total customer In the Philippines, while the effects of Covid-19-related disruptions numbers to 1.7 million. hampered sales in the first half of 2022, momentum in the second In Vietnam, we continued to provide customer segment-led half was strong, as economic activity began to normalise",market,0.6,30,General
chunk_22,". In October 2022, we set out in a white paper the case for a just We have worked in my time as Chair to ensure Prudentials Board and inclusive transition, its place in meeting the Paris Agreement, and reflects the transformation of the Group, the markets in which we areas where further actions are required, both from ourselves and the operate and the expertise in areas that will help shape the future wider market. We look forward to working with stakeholders across our success of the company. This year saw further progress in our transition markets on the urgent progress needed. from being the board of a financial holding company of businesses around the world, to the board of an operating company working Looking ahead exclusively in Asia and Africa",leadership,0.8,7,Leadership - Chair's Statement
chunk_18,". Further details on the process are set community are an integral part of our culture, our strategy and our out in the Governance report on pages 176 to 225. business performance, and not just a part of a separate ESG strategy. Reflecting the importance of these areas to us as a business, during We were delighted to announce in May 2022 the appointment of Anil the year we changed the Terms of Reference of the RSWG to focus on Wadhwani as Chief Executive Officer. Anil is a global financial services customers and digital in addition to its existing remit on people, culture leader with over 30 years experience, almost all of it in Asia. He has a and communities",leadership,0.8,7,Leadership - Chair's Statement
chunk_411,". Singapore business contribute to the Groups equity risk exposure due to the equity assets backing participating products. The Indonesia The Group-level Capital and ALM Committee is a management and Malaysia businesses are exposed to equity risk through their committee supporting the identification, assessment and unit-linked products, and in the case of Malaysia exposure also management of key financial risks to the achievement of the arises from participating and investment-linked business. Groups business objectives. The Committee also oversees ALM, solvency and liquidity risks of the local businesses as well as the Foreign exchange risk",risk,1.0,57,Risk Management
chunk_263,". this has been balanced by a fall in mortality claims in the year. As such, the growth of 10 per cent4 from 2021 largely reflects Fee income increased by 1 per cent4, reflecting premium premium growth in the year for our shareholder-backed business. contributions largely offset by unfavourable market movements, Acquisition costs increased in the year, driven by higher APE sales while spread income increased by 3 per cent4, reflecting in-force as compared with the prior year. Administration expenses, including business growth with the improvement in margin primarily driven by renewal commissions, increased by 10 per cent4, reflecting in-force the impact of rising interest rates. business growth and sales and premium tax-related provisions",financial,1.0,40,Financial Review
chunk_59,"by making healthcare affordable and accessible, helping our customers protect their wealth and save for their goals. Meet or exceed Generate benefits customer expectations for our stakeholders Customer service Integrated asset The value we create and loyalty management for our stakeholders We have high customer loyalty, We leverage Eastsprings expertise Customers Investors with a retention ratio consistently in equity, bonds and multi-asset We aim to provide accessible Our Asia and Africa-focused strategy in excess of 89 per cent2",strategy,1.0,17,Strategic Report - Strategy
chunk_287,"Financial review / continued EEV new business profit and APE new business sales (APE sales) Actual exchange rate Constant exchange rate 2022 $m 2021 $m Change % 2021 $m Change % New New New New New business business business business business APE sales profit APE sales profit APE sales profit APE sales profit APE sales profit CPL 884 387 776 352 14 10 743 337 19 15 Hong Kong 522 384 550 736 (5) (48) 546 731 (4) (47) Indonesia 247 125 252 125 (2) – 243 120 2 4 Malaysia 359 159 461 232 (22) (31) 434 219 (17) (27) Singapore 770 499 743 523 4 (5) 724 510 6 (2) Growth markets and other 1,611 630 1,412 558 14 13 1,323 526 22 20 Total 4,393 2,184 4,194 2,526 5 (14) 4,013 2,443 9 (11) Total new business margin 50% 60% 61% EEV operating profit from continuing operations increased by Overall",financial,1.0,44,Financial Review
chunk_259,"Financial review / continued Long-term insurance business adjusted operating profit drivers Profit margin analysis of long-term insurance continuing operations17 Actual exchange rate Constant exchange rate 2022 2021 2021 Margin Margin Margin $m bps $m bps $m bps Spread income 307 72 312 66 299 65 Fee income 331 102 345 103 329 103 With-profits 160 20 135 16 133 16 Insurance margin 3,219 2,897 2,795 Other income 3,429 3,239 3,105 Total life insurance income 7,446 6,928 6,661 Expenses: Acquisition costs (2,346) (53)% (2,085) (50)% (2,000) (50)% Administration expenses (1,732) (230) (1,656) (205) (1,581) (201) DAC adjustments 554 566 545 Share of related tax charges from joint ventures and associates (76) (44) (42) Long-term business pre-tax adjusted operating profit 3,846 3,709 3,583",financial,1.0,40,Financial Review
chunk_92,". To offer these products dynamically and seamlessly to the broadest Digital possible market is only achievable via a digital platform. We have Prudentials digital platform, Pulse, continues to support and enable strengthened our direct product suite, including the launch of our agents, customers and distribution partners across Asia and endowment products in several markets both via Pulse and through Africa in 19 of our majority owned markets of operation. We are partners mobile apps. This has enabled us to capture a larger pool constantly evolving the Pulse proposition as market conditions and of insurance customers from a wider range of socio-economic the distribution landscape changes. The agility and flexibility of the segments",market,1.0,22,Strategic Report - Strategy
chunk_37,"Our business at a glance Our operations In Asia, we provide savings and protection products in many markets challenged by low insurance penetration and a pension funding gap1. In Africa, we are building businesses in some of the worlds most under-penetrated markets. Our largest businesses are based in the Chinese Mainland, Singapore, Hong Kong, Malaysia and Indonesia. Our markets Life insurance Asset management KOREA CHINESE MAINLAND MACAU TAIWAN INDIA HONG MYANMAR KONG LAOS THAILAND VIETNAM CAMBODIA PHILIPPINES MALAYSIA NIGERIA GHANA SINGAPORE UGANDA TOGO CÔTE DIVOIRE CAMEROON KENYA INDONESIA ZAMBIA",operations,1.0,12,General
chunk_168,". Our core its 4P framework for Premium growth, Protection focus, Persistency strengths in the affluent and mass market segments together with improvement and Productivity enhancement. our digital capability helped drive a 17 per cent growth in our Thailand is the second-largest economy in ASEAN with a population customer base to 0.9 million customers. of over 70 million28 and a well-developed financial services industry. Taiwan is the fifth-largest life insurance market in the world40, with a Our strategy in Thailand is to focus on bancassurance and supported population of 24 million28. Our business has an overall APE market by alternative distributions including digital, agency, direct marketing share of 4.4 per cent29, 1.5 percentage points higher than in 2021",strategy,1.0,29,Strategic Report - Strategy
chunk_785,". Account (MESITA) to support the implementation of Malaysias Driving reductions in our operational energy consumption renewable energy agenda and initiatives. Our core focus remains on implementing projects that drive In addition to the GET programme, our landlord at Menara reductions in our operational energy consumption, thereby reducing Prudential, one of our offices in Kuala Lumpur, is purchasing associated Scope 2 emissions. With the Covid-19 pandemic renewable energy supported by I-RECs and has enrolled in the restrictions being relaxed across most of Asia and Africa, we have seen Sarawak Energy Initiative. We have put in place an agreement our office functions starting to resume business-as-usual operations",operations,1.0,105,Corporate Governance
chunk_573,". The revised remit of the GRC is also anticipated to include the Chief Financial Officer. consideration of climate-related issues when reviewing and guiding overall strategy, major plans of action, risk management policies, One of the Group ESG Committees responsibilities is to oversee the annual budgets and business plans. To support the GRC in executing Groups progress towards fulfilling our commitment to report against its duties, the Groups policies and processes supporting significant the recommendations of the Financial Stability Boards Task Force on decisions and transactions have been updated to systematically Climate-related Financial Disclosures (TCFD)",esg,1.0,77,Sustainability & ESG
chunk_343,". This continues to enhance its focus on its customers, as well as adapting challenging inflationary environment led to wide-spread weakness a multi-channel distribution model to reflect evolving markets and across asset classes in 2022, in both fixed income and equities which external operating conditions. The Group Risk, Compliance and posted significant losses. Sentiment was also impacted by weak Security (RCS) function continues to provide risk opinions, guidance, demand in the property sector, and volatility in the economic outlook assurance and engagement with Prudentials Group-wide supervisor, in the Chinese Mainland as Covid-19 restrictions continued through the Hong Kong Insurance Authority (IA), on these critical activities, most of the year",market,0.8,51,General
chunk_888,". through wellbeing will be a focus for us in 2023. We will continue to The Groups executive remuneration arrangements continue to develop our leaders, drive high-performance teams, and provide reward the achievement of Group, business, functional and individual wellness support through the provision of tools and programmes that targets, provided that performance is aligned to the Groups risk help our workforce connect, grow, and succeed in a safe, inclusive and management framework and appetite and that our conduct healthy workplace. expectations, as well as those of our regulators and other  Work: Elevate our people for the future of work. We will cultivate a stakeholders, are met",leadership,1.0,118,Corporate Governance
chunk_68,". Against this backdrop, APE sales9 increased in Asia and Africa. Across Asia, the middle class is growing and is 9 per cent10 to $4,393 million on a constant exchange rate basis forecast to increase by 1.5 billion1 by 2030. Prosperity is also rising reflecting growth in the second half of 2022 from both agency across the region2. This combined with a low level of insurance and bancassurance channels. New business profit11 was down penetration3 and a high level of out-of-pocket health and protection (11) per cent10 with the impact of higher APE sales offset by increased spending4 is driving an estimated $1.8 trillion health protection gap5. interest rates, most significantly in Hong Kong, and business mix In Africa, the population is expected to double to more than effects",operations,1.0,20,Strategic Report - Strategy
chunk_97,". Eastspring is also playing an important role customers at a time, whilst still maintaining a personalised approach. as an active asset manager and is engaging with investee companies We continue to improve and refine this approach, with PRUForce and governments in supporting our commitment to carbon reduction central to the evolution of our agency network. PRUForce is live in six in our insurance company asset portfolio26, allowing us to deliver markets and offers our agents the competitive advantage by allowing profitable growth alongside a positive social impact. them to stay connected with customers, building trust and providing During the year, Eastsprings average funds under management or personalised advice",strategy,1.0,22,Strategic Report - Strategy
chunk_75,". We also or permanent disability. 43 per cent of our new business profit was see large growth opportunities in South-east Asia, particularly in contributed by health and protection products. These products Indonesia and Thailand, and also in India. Our focus on selected and solutions are offered through our multi-channel and integrated markets in East and West Africa has provided us with exposure to distribution and are key to driving long-term business growth. a growing and fast-changing continent since we re-entered Africa in 2014. We will allocate capital to those markets that we consider to have attractive size and demographic characteristics, and where we believe we have the ability to build and retain competitive advantage",strategy,1.0,20,Strategic Report - Strategy
chunk_20,". Mark has made a vital 168. This includes the important initiatives the Prudence Foundation contribution to Prudential in the execution of two demergers as Chief has delivered providing financial literacy education and helping to build Financial Officer and Chief Operating Officer and, in his time as interim resilience around climate, health and safety. Chief Executive Officer, in successfully completing Prudentials restructuring, moving senior management to Asia, implementing a We have drawn attention to the steps needed to support a just and new structure for the Group Executive Committee, and focusing with inclusive transition necessary across our markets. This approach our wider leadership teams on our operational delivery",leadership,1.0,7,Leadership - Chair's Statement
chunk_796,". A specific example of our active Raising employee awareness of the importance of the environment outreach was our integral role in establishing the Emerging Markets and what we can do to minimise our emissions remains a core aim of Transition Investment (EMTI) project. our management team. In support of this we have run several initiatives throughout the year including the Group-wide Green Week The paper highlights the importance that Prudential places on and training sessions. ensuring the transition to a low-carbon economy is a just and inclusive one, and explores case studies and further actions required, Training was delivered to the Africa ESG senior leadership team to both from Prudential and the wider market. help improve capabilities and awareness of the environmental agenda",leadership,1.0,106,Corporate Governance
chunk_288,", EEV shareholders equity from continuing operations 15 per cent4 to $3,952 million, reflecting increased operating profit decreased at 31 December 2022 to $42.2 billion (31 December 2021: from the in-force business and an improvement in central costs; $47.4 billion9)",financial,1.0,44,Financial Review
chunk_54,". Our purpose and function We help people get the most out of life ... The stages in our Meet customer needs Engage with business model in our selected markets customers Markets Products Distribution and Key resources and relationships digitalisation We operate in many markets We focus on providing savings we employ  with low insurance penetration products including participating, Our savings and protection products are with a growing need for savings linked, traditional products alongside distributed through our extensive agent and protection products. fee earning asset management network, banks and digital partnerships. services and protection products",market,0.8,16,Strategic Report - Business Model
chunk_57,". countries in Africa, where we have the savings of our existing customers. Pulse by Prudential is a digital built a rapidly-growing multi-product READ MORE PAGES 16 TO 31 platform supporting and enabling our business since our entry in 2014. customers, agents, and distribution We are the market leaders of partners across Asia and Africa. Syariah business in Indonesia READ MORE PAGES 16 TO 31 and Malaysia",market,0.8,16,Strategic Report - Business Model
chunk_151,"Strategic and operating review / continued Multi-channel distribution In the bancassurance segment, our product innovation drove APE Against a challenging operating backdrop, our agency force sales growth of 17 per cent10. Growth prospects remain strong as we continued to grow with the workforce increasing 8 per cent over continue to build on our strength in the affluent segment and capture the period to over 24,300. We continued to attract high-quality opportunities to penetrate the mass market segment across existing agents, with a retention ratio that is above market levels. In 2022, bank partners, including SCB, UOB and BSN. The merger of UOB and we recruited over 7,400 new agents",strategy,1.0,28,Strategic Report - Strategy
chunk_78,". customers. At the point of purchasing, smart underwriting using Prudentials Futuready Agency programmes aim to give our reflexive methods (an approach to inquiries that generates follow agency force a defensible competitive advantage by leveraging up questions based on the initial answer) enables instant technology, behavioural science, and analytics to improve their skill underwriting decisions with confirmation of terms. sets, capabilities, and external positioning for long-term sustainable In 2022, 79 per cent of new policies were auto-underwritten and growth. 41 per cent of policies were issued with no human intervention",strategy,1.0,21,Strategic Report - Strategy
chunk_202,". numerous industry awards in 2022. Notably, Eastspring Investments Joint venture growth initiatives was named the Best Emerging Markets Equity Manager by the IPAMC continued to enhance its digital strengths and broadened its Citywire Asia Asset Management Awards. At a country level, product suite across equity and fixed income strategies. As a result, Eastspring Singapore was named Top Investment House by The over 50 per cent of new customers were onboarded directly and Asset Benchmark Research Awards, while Eastspring Vietnam was through partnerships with fintech companies and neobanks, resulting named Best Fund House in Vietnam by Asia Asset Management. in an existing customer base of circa eight million",market,0.8,32,General
chunk_400,". Risks in this category include the market risks to our investments and the credit quality of our investment portfolio as well as liquidity risk. Global economic and geopolitical conditions With geopolitical tensions high as national alliances and blocs drive the operating environment and risk landscape for the Group evolve, the jostling of the current world order and the increasing and the level of its exposure to the principal risks outlined below. prioritisation of national security widely defined has become Macroeconomic and geopolitical developments are considered a key determinant of macroeconomic policy, with geopolitical material to the Group and can potentially increase operational and and macroeconomic uncertainties being intertwined",risk,1.0,56,Risk Management
chunk_207,". on weighted new premiums for 2022, preliminary results from Indonesian Life Insurance 6 Source: The Economist, Special report, 28 March 2020 edition. Association), Malaysia (On combined basis where Takaful is on 100%. Based on new 7 Greater China comprises of our businesses in the Chinese Mainland, Hong Kong and business APE for 2022, data from Life Insurance Association of Malaysia for Taiwan. Conventional Business and Insurance Service Malaysia for Takaful business), Singapore 8 South-east Asia comprises of our businesses in Asia excluding the Chinese Mainland, (Based on weighted new business premiums reported within Singapore Life Insurance Hong Kong, Taiwan and India",operations,1.0,33,General
chunk_1929,". detriment and reputational damage. These include back office support functions, such as those relating to technology infrastructure, development and support and customer 3.2 Prudentials businesses are conducted in highly competitive facing operations and services, such as product distribution and environments with rapidly developing demographic trends. services (including through digital channels) and investment The profitability of the Groups businesses depends on operations. This creates reliance upon the resilient operational managements ability to respond to these pressures and trends",market,0.8,437,General
chunk_1649,". 10 Insurance new business Annual premium Present value of new Single premiums Regular premiums equivalents (APE) business premiums (PVNBP) AER 2022 $m 2021 $m 2022 $m 2021 $m 2022 $m 2021 $m 2022 $m 2021 $m CPL note (i) 1,254 1,760 759 600 884 776 3,521 3,761 Hong Kong 842 808 438 469 522 550 3,295 4,847 Indonesia 250 258 222 226 247 252 1,040 1,067 Malaysia 99 74 350 453 359 461 1,879 2,137 Singapore 2,628 2,412 507 502 770 743 6,091 6,214 Growth markets: Africa 9 15 148 133 149 134 308 288 Cambodia – – 18 14 18 14 69 59 India note (ii) 273 285 196 200 223 228 1,148 1,172 Laos – – – 1 – 1 1 2 Myanmar – – 3 1 3 1 6 3 Philippines 61 89 176 168 182 177 615 655 Taiwan 157 172 486 379 503 397 1,835 1,417 Thailand 150 142 220 204 235 218 932 882 Vietnam 99 55 288 237 298 242 1,666 1,649 Total",operations,1.0,399,General
chunk_417,". It includes the risk arising from funds composed of funds managed for external clients (both retail and institutional). illiquid assets and results from a mismatch between the liquidity Liquidity risk is considered material at the level of the Group. profile of assets and liabilities. Liquidity risk may impact on market Prudential has no appetite for any business to have insufficient conditions and valuation of assets in a more uncertain way than for resources to cover its outgoing cash flows, or for the Group as a other risks like interest rate or credit risk. It may arise, for example, whole to not meet cash flow requirements from its debt obligations where external capital is unavailable at sustainable cost, where under any plausible scenario",risk,1.0,57,Risk Management
chunk_848,". This continued to participate in workforce engagement activities during includes challenging and removing both physical and perceived 2022. In addition to its direct engagement with the workforce, the barriers to inclusion, while celebrating neurodiversity and the value of Board and Working Group reviews the output from the annual neurodiverse individuals, and providing accommodations where employment engagement survey and the Collaboration Jam and necessary to enable these individuals to perform their roles at discusses follow-up actions with management, and also receives Prudential. regular updates on employee matters from the Group Chief Executive A summary of our D&I performance is included below. While our and Group HR Director",leadership,1.0,112,Corporate Governance
chunk_1993,". The new law also contains provisions on RBC, customer interests and improving market conduct. The final with a five-year grace period, effective from 1 January 2028. regulations were enacted in Q1 2022 for a full adoption in Q1 2023,  In India, the Insurance Regulatory and Development Authority of and have implications for the product strategies and insurance and India (IRDAI) continues to focus on industry reform by boosting compliance risks for insurers. Industry discussion with respect to innovation, competition, and distribution efficiencies, while moving the implementation of some of the requirements under the new towards a principle-based regulatory regime with considerations of regulations is ongoing. General supervisory focus on insurer technology developments",market,1.0,442,General
chunk_850,". We maintain the FTSE 250 to have at least one non-white director on the Board a culture where diversity is celebrated, and inclusion assured for our by 2024, with six of our 13 directors meeting these criteria. We are people, customers and partners. one of only five FTSE 100 companies with a non-white Chair. Non-white representation on our Group Executive Committee Our Global Diversity & Inclusion (D&I) Council continues to define our (GEC) has also improved in 2022, with 63 per cent of members global D&I strategy and action plan, while driving D&I initiatives meeting these criteria compared with 20 per cent in previous years, across our businesses",leadership,1.0,112,Corporate Governance
chunk_183,". With an In India, ICICI Prudential Life has continued to drive its growth exponential rise in digital adoption, its technology initiatives have ambitions by enhancing its multi-channel distribution capability ensured that it is well positioned. ICICI Prudential will continue to deploy supported by a diversified product mix. In the agency channel, best-in-class technology solutions to increase efficiencies and empower we recruited over 34,700 new agents during the year, bringing the customers. An example of the benefits of its updated technology total number of agents to over 204,000. Outside agency, we have infrastructure and capability is that over 91 per cent of service over 850 partnerships including 34 banks",market,0.8,30,General
chunk_995,". (a) Analysis of total revenue by segment 2022 $m Insurance operations note (i) Growth Inter- Unallocated markets segment Total to a Hong Kong Indonesia Malaysia Singapore and other Eastspring elimination segment segment Total Gross premiums earned 8,792 1,590 1,843 6,540 4,579 – – 23,344 – 23,344 Outward reinsurance premiums (1,494) (34) (58) (299) (58) – – (1,943) – (1,943) Earned premiums",operations,1.0,302,General
chunk_1010,"B Earnings performance / continued B1 Analysis of performance by segment continued B1.4 Additional segmental analysis of profit after tax 2022 $m 2021 $m CPL (144) 278 Hong Kong (211) 1,068 Indonesia 243 362 Malaysia 252 265 Singapore 406 394 Growth markets and other note (i) 881 434 Eastspring 234 284 Total segment 1,661 3,085 Unallocated to a segment (central operations) note (ii) (654) (871) Total profit after tax 1,007 2,214 Notes (i) The Growth markets and other segment comprises all other Asia and Africa insurance businesses alongside other amounts that are not included in the segment profit of an individual business unit, including tax on life joint ventures and associates and other items that are not representative of the underlying segment trading for the year",operations,1.0,304,General
chunk_289,". Of this, $38.9 billion (31 December 2021: $44.6 billion9) partially offset by a decline in the contribution from new business relates to the long-term business. This amount includes our share of profit and lower profit from the asset management business. our India associate valued using embedded value principles. The The operating return on embedded value was 9 per cent (2021: market capitalisation of this associate at 31 December 2022 was 8 per cent9). circa $7.8 billion, which compares with a publicly reported embedded value of circa $4.0 billion at 30 September 2022. The profit from long-term business is driven by the expected return and effects of operating assumption changes and operating EEV shareholders equity on a per share basis at 31 December 2022 experience variances",financial,1.0,44,Financial Review
chunk_416,". Assessments are carried out on an the exposure. economic basis which conforms to the Groups internal economic capital methodology. Liquidity risk (Audited) Prudentials liquidity risk arises from the need to have sufficient derivatives transactions require a sudden significant need of liquid liquid assets to meet policyholder and third-party payments as assets or cash to post as collateral to meet derivatives margin they fall due, considered under both business-as-usual and stressed requirements, or where redemption requests are made against conditions. It includes the risk arising from funds composed of funds managed for external clients (both retail and institutional)",risk,1.0,57,Risk Management
chunk_163,". and productivity, as measured by APE sales per active agent, rose 2 per cent10, despite the industry headwinds. Growth markets and other Actual exchange rate Constant exchange rate 2022 2021 Change 2021 Change APE sales ($m) 1,611 1,412 14% 1,323 22% New business profit ($m) 630 558 13% 526 20% New business margin (%) 39 40 (1)ppt 40 (1)ppt Adjusted operating profit ($m) 1,057 932 13% 880 20% IFRS profit after tax ($m) 881 434 103% 406 117%  Adjusted operating profit and Group IFRS profit after tax are discussed separately in the Financial review section of this Strategic report. The Groups growth markets and other segment incorporates its benefit business",strategy,1.0,29,Strategic Report - Strategy
chunk_355,". However, challenges to related to changes in traditional working practices and the use of supply chains, technologies and access to raw materials and energy digital services, technologies and distribution methods to customers, will remain where national security concerns are heightened. Over the while monitoring and mitigating the potential increase in technology, longer term, the conflict, and the diplomatic and economic reactions data security or misuse and regulatory risks that these may bring",market,1.0,52,General
chunk_48,.  Providing inclusive offerings for all segments.  Ensuring our working environment is inclusive and promotes belonging. SEE OUR STRATEGIC AND OPERATING REVIEW PAGE 16 SEE OUR ESG STRATEGY PAGE 66,strategy,1.0,14,Strategic Report - Strategy
chunk_564,"Managing the process Following this transition of responsibilities, an exercise was completed ESG governance overview to map out the material climate and climate-commitment-related The Board considers ESG to be integrated and aligned with our core activities which support the GRCs new responsibilities, and the business strategy of protecting peoples wealth, helping them grow supporting governance arrangements including the demarcation in their assets, and empowering them to save for their goals. It roles of the Board and management committees involved in these recognises the major role that Prudential can continue to play across activities",esg,1.0,77,Sustainability & ESG
chunk_1932,", operations, new business sales and demographic trends, customer appetite for certain savings products renewals, distribution channels and services to customers, or result (which may be impacted by broader economic pressures) and in the loss of confidential or proprietary data",market,0.8,437,General
chunk_276,". Of In 2022, the effective tax rate on adjusted operating profit was the $1,009 million total taxes remitted in 2022, over $950 million 18 per cent, broadly aligned with the prior year rate of 17 per cent. related to our Asian and African insurance and asset management businesses who pay and collect taxes where they do business and The effective tax rate on total IFRS profit in 2022 was 31 per cent where they make investments. None of these tax remittances will be (2021: 17 per cent), reflecting the adverse impact of investment affected by Prudential plc changing tax residence. This change does losses on which no tax credit is recognised",financial,1.0,42,Financial Review
chunk_421,". Prudential has maintained a consistent stressed conditions; presence as an issuer in the market for the past decade.  The Groups Collateral Management Framework, which sets out A number of risk management tools are used to manage the approach to ensuring business units using derivatives have and mitigate liquidity risk, including the following: sufficient liquid assets or ability to raise liquidity to meet derivatives margins;  The Groups liquidity risk policy;  The Groups contingency plans and identified sources of liquidity;  Risk appetite statements, limits and triggers;  The Groups ability to access the money and debt capital markets; and  The Groups access to external committed credit facilities",risk,1.0,58,Risk Management
chunk_572,". Chief Risk and Compliance Officer, the Group HR Director, both the Chief Executive and CIO of Eastspring, and the Chief Executive of It is anticipated that the GRC will have a standing item on its agenda PACS (Prudentials Singapore business). During 2022, the Group ESG in relation to its oversight of climate change, including progress Committee was strengthened by the inclusion of the recently- against our climate targets. In setting future targets or commitments, appointed Group CIO and Group Corporate Affairs Director. From the GRC will consider and make appropriate recommendations to the 26 February 2023, the Group ESG Committee is chaired by the Group Board. The revised remit of the GRC is also anticipated to include the Chief Financial Officer",esg,1.0,77,Sustainability & ESG
chunk_3,statements 376 European Embedded Value (EEV) basis results Our risk profile 402 Additional information 404 Index to the additional unaudited financial information 430 Risk factors 443 Glossary 447 Shareholder information 450 How to contact us The Directors Report of Prudential plc for the year ended 31 December 2022 is set out on pages 4 to 5,leadership,0.8,3,Leadership - Chair's Statement
chunk_407,"Risks to the Groups financial situation (including those from the external macroeconomic and geopolitical environment) continued Market risks to our investments (continued) The Groups risk exposure to rising interest rates also arises from the Equity and property investment risk. The shareholder exposure potential impact to the present value of future fees for unit-linked to equity price movements arises from various sources, including based businesses, such as in Indonesia and Malaysia, as well as the from unit-linked products where fee income is linked to the market impact to the present value of the future profits for accident and value of funds under management. Exposure also arises from health products, such as in Hong Kong",risk,1.0,57,Risk Management
chunk_99,"As a Group, we see opportunities to deepen our share of the wealth During 2022 Seck Wai-Kwong, CEO, Eastspring; Dennis Tan, CEO, market by providing holistic wealth solutions to our high-net-worth Prudential Singapore; Lilian Ng, CEO, Insurance; and Solmaz Altin, and affluent customers. Our large and diverse customer base, Group Chief Strategy and Transformation Officer, were all promoted well-positioned agency networks, strong intermediary relationships to the Group Executive Committee (GEC). Mr Tan, Ms Ng and Mr Altin and leading brand name position us well to better serve this segment were promoted to Managing Directors of the Strategic Business and deepen our relationship with our existing customers. Fund Groups, which consist of selected markets",strategy,1.0,23,Strategic Report - Strategy
